,,Run 1 values,,,Run 2 values,,,Run 3 values,,,Cumulative pTau results,,,,Cumulative total Tau results,,,,Cumulative pTau/total Tau results,,,
Well Contents,Average Cell Count,pTau,pTau2,pTau3,Total Tau,Total Tau2,Total Tau3,ptau/total Tau,ptau/total Tau2,ptau/total tau3,Average pTau,St Dev,pvalue,Z score,Average Total Tau,St Dev2,pvalue2,Z score3,Average pTau/total Tau,St Dev3,pvalue3,Z score2
AAK1 s1,155,1.06182,1.20902,1.28131,1.04109,0.85652,0.99569,1.01992,1.41154,1.28686,1.18405,0.11185,0.10422,0.31564,0.96443,0.09617,0.5874,0.56083,1.23944,0.20007,0.17394,-0.27517
AAK1 s2,53,1.09388,1.24184,0.8436,1.27356,0.94028,1.16454,0.85892,1.3207,0.72441,1.05977,0.2013,0.65823,-1.00221,1.12613,0.16992,0.32733,1.84107,0.96801,0.31276,0.87569,-1.76811
AATK s1,109,1.01821,1.18966,1.3332,0.89499,0.73863,0.91132,1.13768,1.61064,1.46293,1.18036,0.1577,0.18613,-0.66081,0.84831,0.09534,0.11032,-0.35857,1.40375,0.24197,0.10177,-0.22956
AATK s2,15,1.51576,1.02901,1.44839,0.66848,1.10942,0.85471,2.26748,0.92751,1.69459,1.33105,0.26374,0.16174,0.41577,0.87754,0.22136,0.43907,-0.12717,1.62986,0.67232,0.24613,0.82951
ABL1 s1,72,0.96955,0.98117,0.8261,0.85111,1.09443,0.70459,1.13917,0.89652,1.17246,0.92561,0.08637,0.27427,-1.26035,0.88337,0.19691,0.41283,-0.08096,1.06938,0.15063,0.50866,-1.14071
ABL1 s2,204,0.93604,0.99681,0.7373,1.05841,1.03704,1.21643,0.88439,0.96121,0.60611,0.89005,0.13573,0.2957,-1.09726,1.10396,0.09799,0.20751,1.66555,0.81724,0.18683,0.23228,-1.93117
ABL2 s1,168,1.18023,1.15284,0.90036,0.89899,1.04787,1.12426,1.31284,1.10018,0.80084,1.07781,0.15429,0.4745,-0.72539,1.02371,0.11456,0.75433,1.03014,1.07129,0.25722,0.67858,-1.2757
ABL2 s2,157,0.91845,1.26246,0.78634,0.99559,0.93789,1.04611,0.92253,1.34606,0.75167,0.98908,0.2458,0.94569,-0.7689,0.9932,0.05415,0.84793,0.78858,1.00675,0.30601,0.97298,-1.28853
ACVR1 s1,179,0.78181,0.45575,0.69057,0.74242,0.74424,0.8629,1.05306,0.61237,0.80029,0.64271,0.16822,0.06659,-2.12521,0.78319,0.06904,0.03218,-0.87421,0.82191,0.22114,0.29778,-1.74092
ACVR1 s2,237,0.73361,1.02204,0.64944,0.69017,0.72811,0.78126,1.06295,1.40369,0.83127,0.8017,0.19541,0.22088,-1.85696,0.73318,0.04576,0.00966,-1.27015,1.0993,0.28794,0.6109,-0.96089
ACVR1B s1,275,0.66937,0.85236,0.95104,0.5374,0.73083,1.12459,1.24558,1.16629,0.84568,0.82426,0.14292,0.16693,-1.3641,0.79761,0.29924,0.36207,-0.76004,1.08585,0.21174,0.55525,-0.77454
ACVR1B s2,100,0.88233,1.20924,0.7459,0.93074,0.82009,0.87665,0.94799,1.47451,0.85086,0.94582,0.2381,0.73155,-1.47518,0.87583,0.05533,0.06026,-0.14071,1.09112,0.33556,0.68443,-1.26468
ACVR2 s1,316,0.98977,0.97877,1.5024,0.78466,1.06378,0.67303,1.2614,0.92009,2.23229,1.15698,0.29919,0.45939,0.41739,0.84049,0.20127,0.30351,-0.42353,1.47126,0.68081,0.35334,0.87111
ACVR2 s2,137,0.8369,1.18561,0.84567,0.95352,0.98169,0.73464,0.8777,1.20773,1.15113,0.95606,0.19885,0.73877,-0.76087,0.88995,0.13524,0.29409,-0.0289,1.07885,0.17649,0.51997,-0.85892
ACVRL1 s1,235,0.68121,0.53883,1.86299,0.52502,0.81023,0.60589,1.2975,0.66504,3.07479,1.02768,0.7269,0.95341,-0.81252,0.64705,0.14699,0.05324,-1.95212,1.67911,1.24938,0.44585,1.32106
ACVRL1 s2,221,0.81171,0.94185,0.82272,0.80302,0.81791,0.69946,1.01083,1.15153,1.17623,0.85876,0.07216,0.07709,-1.757,0.77346,0.06452,0.02599,-0.95122,1.11286,0.08922,0.15983,-1.01219
ADCK1 s1,371,0.95023,1.1762,0.97293,0.83656,0.94539,0.52795,1.13587,1.24415,1.84286,1.03312,0.12443,0.69007,-1.00827,0.76996,0.21654,0.20714,-0.9789,1.40763,0.38079,0.20489,0.01731
ADCK1 s2,372,1.02934,1.08001,0.86899,0.77493,1.16616,0.70697,1.3283,0.92613,1.22918,0.99278,0.11016,0.91999,-0.93603,0.88269,0.24784,0.49845,-0.08641,1.1612,0.20953,0.31421,-0.79401
ADCK2 s1,390,1.06745,1.32617,1.19294,0.83481,0.69268,1.12885,1.27867,1.91456,1.05677,1.19552,0.12938,0.1202,-0.75178,0.88545,0.22245,0.46655,-0.06455,1.41667,0.44523,0.24648,-0.25278
ADCK2 s2,317,0.83856,1.0971,1.46276,0.8384,0.96278,0.93966,1.00019,1.13951,1.5567,1.13281,0.31363,0.53961,-0.22498,0.91361,0.06616,0.15211,0.15844,1.23213,0.28958,0.29942,-0.50384
ADCK4 s1,367,0.81284,1.2765,1.07441,0.76364,0.76909,0.69485,1.06442,1.65974,1.54625,1.05458,0.23247,0.72364,-1.13631,0.74253,0.04138,0.0085,-1.19613,1.42347,0.31608,0.14608,-0.03484
ADCK4 s2,419,1.14382,0.82477,1.20523,0.8808,0.76412,0.77395,1.29862,1.07938,1.55724,1.05794,0.20425,0.67181,-0.65986,0.80629,0.06471,0.03524,-0.6913,1.31175,0.2392,0.15257,-0.18658
ADCK5 s1,413,1.29059,0.89902,1.32127,0.99032,1.17965,0.85723,1.3032,0.76211,1.54132,1.17029,0.23543,0.33689,0.18995,1.00907,0.16202,0.93162,0.91423,1.20221,0.3993,0.47292,-0.47067
MARK2 s1,453,0.71225,0.68028,0.62444,0.94233,1.02049,0.97392,0.75583,0.66662,0.64116,0.67232,0.04444,0.00608,-2.02664,0.97891,0.03932,0.45098,0.67548,0.6868,0.06022,0.01218,-2.32059
ADK s1,441,1.0008,1.26507,1.07927,0.90614,0.87186,0.66842,1.10446,1.451,1.61465,1.11505,0.13572,0.27978,-0.11693,0.81547,0.1285,0.1307,-0.61857,1.39004,0.2605,0.12206,0.30032
ADK s2,371,1.02604,1.13185,1.10426,0.97632,0.69818,0.73743,1.05092,1.62114,1.49743,1.08738,0.05489,0.11019,-0.4479,0.80398,0.15054,0.15278,-0.7096,1.38983,0.29995,0.15324,0.15545
ADRBK1 s1,301,0.74105,0.98396,1.59535,0.93492,0.92307,0.67414,0.79264,1.06595,2.36648,1.10679,0.44019,0.71519,-0.63025,0.84405,0.14726,0.20804,-0.39235,1.40836,0.84094,0.48884,0.01439
ADRBK1 s2,358,0.98548,0.73077,1.69947,0.95208,0.86535,0.85462,1.03508,0.84448,1.98857,1.13857,0.50217,0.67982,-0.18603,0.89068,0.05344,0.07126,-0.0231,1.28938,0.61297,0.49945,-0.26317
ADRBK2 s1,194,1.12463,0.68572,0.77089,1.14199,1.03293,0.71795,0.9848,0.66386,1.07375,0.86041,0.23275,0.40802,-1.54022,0.96429,0.2202,0.80517,0.55968,0.90747,0.21561,0.53474,-1.75378
ADRBK2 s2,431,1.41615,0.80702,0.84626,0.92135,0.71197,0.7795,1.53704,1.1335,1.08564,1.02314,0.34092,0.91714,-0.53443,0.80428,0.10687,0.08665,-0.70724,1.25206,0.24796,0.22035,-0.2223
AK1 s1,184,1.10275,1.29504,0.94798,1.22279,1.12131,0.67326,0.90183,1.15493,1.40805,1.11526,0.17387,0.3697,-0.5801,1.00579,0.29241,0.97577,0.88825,1.15494,0.25311,0.40014,-0.99749
AK1 s2,393,0.90583,1.22867,0.97903,0.8305,0.93224,0.69755,1.09071,1.31798,1.40352,1.03784,0.16926,0.73591,-0.42108,0.82009,0.11769,0.11794,-0.58199,1.27074,0.16167,0.10115,-0.12644
AK2 s1,290,0.94857,0.79796,0.9734,0.91941,0.80654,0.79895,1.03173,0.98937,1.21834,0.90664,0.09494,0.23065,-1.06735,0.84163,0.06746,0.0555,-0.41147,1.07981,0.12183,0.37419,-0.89995
AK2 s2,452,1.24512,0.89338,1.21416,0.98031,0.76029,0.85806,1.27012,1.17504,1.41501,1.11755,0.19476,0.40555,-0.58155,0.86622,0.11023,0.17031,-0.21677,1.28673,0.12084,0.05442,-0.47569
AK3 s1,235,0.73017,1.15379,1.23194,0.72785,0.75803,0.87888,1.00319,1.52208,1.40172,1.03863,0.26998,0.82737,-0.97759,0.78825,0.07992,0.04435,-0.83409,1.309,0.27159,0.18756,-0.36885
AK3 s2,421,1.10093,0.80425,1.51319,0.85828,0.71717,0.95863,1.28271,1.12141,1.57849,1.13945,0.35604,0.56748,-0.46042,0.8447,0.1213,0.15686,-0.38721,1.32754,0.23181,0.13417,-0.3124
AK3L1 s1,376,0.91499,1.63386,0.85274,0.82775,0.80792,0.78424,1.1054,2.02231,1.08735,1.13386,0.43413,0.6467,-0.2983,0.80664,0.02178,0.0042,-0.68855,1.40502,0.53467,0.31987,0.17849
AK3L1 s2,474,0.84226,1.29326,1.08603,0.84944,1.12355,0.8587,0.99155,1.15104,1.26473,1.07385,0.22575,0.62809,-0.80022,0.9439,0.15565,0.59617,0.39825,1.13577,0.13723,0.22873,-1.08925
AK5 s1,414,1.44229,1.19637,1.21116,0.87201,0.88343,0.74043,1.65397,1.35423,1.63576,1.28327,0.13791,0.07073,0.12998,0.83196,0.07947,0.06713,-0.48807,1.54799,0.16805,0.02995,0.49731
AK5 s2,425,0.95743,0.83354,1.07519,0.91731,0.91473,0.88123,1.04374,0.91124,1.22011,0.95539,0.12084,0.58799,-0.57574,0.90442,0.02013,0.01446,0.08569,1.05836,0.15495,0.58113,-0.77807
AK7 s1,399,1.2292,1.05941,0.85607,0.72805,0.77439,0.73251,1.68833,1.36806,1.16868,1.04823,0.18682,0.69855,-0.67517,0.74498,0.02556,0.00333,-1.1767,1.40836,0.26216,0.1143,0.22016
AK7 s2,451,1.23458,0.90667,1.3724,0.99962,1.07751,0.88292,1.23505,0.84145,1.55438,1.17122,0.23924,0.34085,-0.73895,0.98668,0.09794,0.83572,0.73699,1.2103,0.35711,0.41504,-0.97608
AKAP1 s1,402,1.3969,0.88718,0.90493,0.76059,1.07631,0.66323,1.83661,0.82427,1.36443,1.063,0.2893,0.7423,-1.20091,0.83338,0.21595,0.31316,-0.47683,1.34177,0.50655,0.363,-0.41122
AKAP1 s2,435,1.09015,1.1334,1.25768,0.80403,1.04766,0.71135,1.35585,1.08184,1.76802,1.16041,0.08697,0.08559,-1.45866,0.85435,0.17371,0.28357,-0.31078,1.4019,0.3454,0.18143,-0.47804
AKAP11 s1,199,0.67034,0.9011,1.11744,0.87566,0.83217,0.87403,0.76553,1.08283,1.27849,0.89629,0.22359,0.50606,-1.24384,0.86062,0.02465,0.01027,-0.26113,1.04228,0.25887,0.80384,-1.12857
AKAP11 s2,170,0.76791,0.62662,1.52774,0.82604,0.97494,0.69683,0.92963,0.64272,2.19243,0.97409,0.48465,0.93466,-0.91666,0.8326,0.13917,0.17263,-0.48295,1.25493,0.82448,0.64585,-0.28861
AKAP12 s1,442,1.11636,0.89951,0.92885,0.79862,0.7696,0.84521,1.39787,1.1688,1.09896,0.98158,0.11765,0.81163,-0.89976,0.80448,0.03814,0.01245,-0.70565,1.22188,0.15636,0.13324,-0.44923
AKAP12 s2,455,1.22981,0.6107,1.59093,0.93165,0.759,1.11692,1.32003,0.80461,1.4244,1.14382,0.49574,0.6652,-1.05122,0.93586,0.17899,0.59811,0.33458,1.18301,0.33183,0.44026,-1.09283
PAK3 s2,170,0.72724,0.85362,0.82765,0.91731,1.31137,1.10714,0.79279,0.65093,0.74756,0.80284,0.06674,0.03614,-1.40539,1.11194,0.19708,0.42893,1.72875,0.73043,0.07247,0.02325,-2.16498
AKAP13 s2,212,0.76539,0.85478,1.19213,0.79201,1.01779,0.75824,0.96639,0.83984,1.57223,0.93743,0.22506,0.67769,-1.45538,0.85602,0.14112,0.21922,-0.29758,1.12615,0.39147,0.63288,-1.03151
AKAP28 s1,154,0.92455,1.75394,1.33534,0.92842,0.65113,0.87578,0.99582,2.6937,1.52475,1.33794,0.4147,0.29358,0.9548,0.81844,0.14727,0.16627,-0.59507,1.73809,0.86881,0.27901,1.66828
AKAP28 s2,157,0.97449,1.0281,1.37451,0.95996,0.7794,0.86438,1.01513,1.31908,1.59017,1.1257,0.21714,0.42163,-0.16012,0.86792,0.09033,0.1269,-0.20335,1.30813,0.28768,0.20472,-0.1164
AKAP3 s1,273,0.89417,1.21864,2.24383,0.89335,0.96405,0.89549,1.00093,1.26408,2.50571,1.45221,0.7045,0.38196,0.4707,0.91763,0.04022,0.0711,0.19025,1.59024,0.80367,0.33124,0.32982
AKAP3 s2,14,1.78295,1.16474,1.99303,0.9197,1.02436,0.76279,1.93862,1.13704,2.61281,1.64691,0.43058,0.12137,-0.69033,0.90228,0.13165,0.32735,0.06875,1.89616,0.7388,0.17043,1.12207
AKAP4 s1,471,1.30428,1.39011,0.76926,0.7773,0.77761,0.92233,1.67797,1.78767,0.83404,1.15455,0.33642,0.50964,-0.19569,0.82574,0.08364,0.06895,-0.53726,1.43323,0.5218,0.28701,0.28647
AKAP4 s2,458,0.74438,0.88507,1.34177,0.85582,0.7895,0.92381,0.86979,1.12105,1.45242,0.99041,0.31231,0.9624,-0.60729,0.85638,0.06716,0.06577,-0.29472,1.14775,0.29223,0.47353,-0.59715
AKAP5 s1,375,1.87489,1.2515,0.74512,0.7954,0.88702,0.88337,2.35717,1.41089,0.8435,1.2905,0.5659,0.46774,0.205,0.85526,0.05188,0.04025,-0.30354,1.53719,0.7647,0.3478,0.4652
AKAP5 s2,362,1.18018,0.99457,1.15438,0.88673,0.93778,0.76803,1.33093,1.06056,1.50304,1.10971,0.10054,0.19934,-0.36305,0.86418,0.08709,0.11408,-0.23292,1.29817,0.22305,0.14659,-0.2389
AKAP6 s1,441,1.2739,1.02774,1.06746,0.83912,1.11241,0.59899,1.51813,0.92389,1.78211,1.12303,0.13215,0.24817,-0.49675,0.85017,0.25689,0.41874,-0.34385,1.40804,0.43957,0.24913,0.07824
AKAP6 s2,412,1.01175,1.1463,1.17646,0.87135,1.25314,0.99128,1.16113,0.91474,1.18681,1.1115,0.08769,0.15855,-0.94549,1.03859,0.19524,0.76472,1.14798,1.08756,0.15021,0.41897,-1.35873
AKAP7 s1,382,1.10336,0.71048,1.28563,0.70429,0.75145,0.67962,1.56663,0.94548,1.89168,1.03316,0.29393,0.86314,-1.13862,0.71179,0.0365,0.0053,-1.43953,1.46793,0.48076,0.23387,0.19083
AKAP7 s2,433,0.72059,0.71189,1.1439,0.76546,0.80755,0.79222,0.94139,0.88155,1.44393,0.85879,0.24695,0.42637,-1.06315,0.78841,0.0213,0.00336,-0.83289,1.08895,0.30887,0.66736,-0.67175
AKAP8 s1,112,0.86131,0.51817,1.06742,0.96439,0.895,0.89751,0.89312,0.57897,1.1893,0.81563,0.27746,0.36879,-1.35461,0.91897,0.03936,0.07042,0.20084,0.88713,0.30521,0.58743,-1.54152
AKAP8 s2,62,1.21722,0.6728,1.4735,1.31115,0.87555,0.73343,0.92836,0.76843,2.00905,1.12117,0.4089,0.65884,-0.17004,0.97338,0.30103,0.89231,0.63164,1.23528,0.67486,0.60731,-0.40713
AKAP8L s1,103,1.39011,1.65783,0.54227,1.45805,0.90847,0.80918,0.9534,1.82487,0.67015,1.19674,0.58238,0.61769,-0.88487,1.05856,0.34951,0.79897,1.30612,1.14947,0.60181,0.70897,-1.17536
AKAP8L s2,195,0.78945,1.2734,1.53452,0.70721,1.08616,0.64897,1.11629,1.17238,2.36453,1.19912,0.37805,0.45792,0.62618,0.81411,0.23739,0.30784,-0.63151,1.55107,0.70504,0.30849,1.19064
AKAP9 s1,424,1.18678,1.0442,1.65189,0.8908,1.36611,1.12343,1.33227,0.76436,1.47039,1.29429,0.31779,0.24992,-0.40459,1.12678,0.23767,0.45307,1.84623,1.18901,0.37418,0.47389,-0.96841
AKAP9 s2,441,1.04064,0.78728,1.97304,1.01525,1.83758,1.63763,1.02501,0.42843,1.20481,1.26698,0.62444,0.53611,-0.69896,1.49682,0.42887,0.18263,4.77606,0.88609,0.40641,0.67531,-2.01611
AKIP s1,124,0.82173,0.94867,1.8873,0.87865,0.87677,0.69011,0.93521,1.08201,2.73476,1.21923,0.58203,0.58111,-0.36845,0.81518,0.10831,0.09795,-0.62092,1.58399,0.99929,0.41797,0.50529
AKIP s2,285,0.87145,0.78269,1.68827,0.86572,0.68073,0.82054,1.00661,1.14978,2.05751,1.11413,0.49919,0.73035,-0.32107,0.789,0.09645,0.06312,-0.82821,1.40463,0.56992,0.34383,0.21173
AKT1 s1,319,0.93215,0.98096,1.23049,0.85305,0.7658,0.76243,1.09273,1.28096,1.61391,1.04787,0.16003,0.65601,-0.23418,0.79376,0.05138,0.02006,-0.7905,1.3292,0.26392,0.16331,0.21639
AKT1 s2,418,1.30898,0.66211,1.54394,1.02533,0.61262,0.93274,1.27665,1.08079,1.65527,1.17168,0.45667,0.58178,-0.11411,0.8569,0.21656,0.3709,-0.2906,1.33757,0.29204,0.18323,-0.1071
AKT2 s1,362,0.87912,0.69507,1.70376,0.93626,0.70806,0.79242,0.93897,0.98165,2.15008,1.09265,0.53718,0.79332,-0.87161,0.81225,0.11538,0.10621,-0.64411,1.3569,0.68725,0.46333,-0.26769
AKT2 s2,331,0.94204,0.87212,1.73923,0.86169,0.73269,1.01277,1.09325,1.19031,1.7173,1.18447,0.48171,0.57538,-0.39389,0.86905,0.14019,0.24708,-0.19438,1.33362,0.3358,0.22743,-0.34454
AKT3 s1,265,0.99563,0.81578,1.36848,0.91551,0.94415,0.7557,1.08752,0.86404,1.81087,1.05996,0.28191,0.7479,-0.78287,0.87179,0.10155,0.16028,-0.1727,1.25414,0.49492,0.46763,-0.49879
AKT3 s2,410,1.80803,0.66267,1.17277,1.02163,0.76112,0.86833,1.76975,0.87065,1.35061,1.21449,0.57381,0.58374,0.12736,0.88369,0.13093,0.26376,-0.07844,1.33034,0.44989,0.33133,-0.12461
ALS2CR2 s1,54,1.00152,1.13596,0.52356,0.69576,0.76947,0.70274,1.43945,1.4763,0.74502,0.88701,0.32186,0.60502,-1.25797,0.72266,0.04069,0.0071,-1.35347,1.22026,0.41198,0.4522,-0.36047
ALS2CR2 s2,252,0.86137,0.80923,0.60548,0.7864,0.98699,0.89393,1.09533,0.8199,0.67732,0.75869,0.13523,0.09067,-1.60591,0.88911,0.10038,0.19582,-0.03555,0.86418,0.21249,0.38359,-1.61234
ALS2CR7 s1,321,0.92911,1.08621,1.00321,1.05407,1.19129,0.64622,0.88145,0.91179,1.55242,1.00618,0.07859,0.90421,-0.37081,0.96386,0.28351,0.84574,0.55628,1.11522,0.37893,0.651,-0.59532
